Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,6.414463357727435,6.446621262671136,6.38290655011975,6.431894779205322,493729600,0.0,0.0
2010-01-05 00:00:00-05:00,6.449628601266614,6.4793821235584055,6.409054923226288,6.443016529083252,601904800,0.0,0.0
2010-01-06 00:00:00-05:00,6.443017991027013,6.468564238083505,6.333921182847097,6.340533256530762,552160000,0.0,0.0
2010-01-07 00:00:00-05:00,6.363974496388555,6.371488215581242,6.282827934174395,6.328810691833496,477131200,0.0,0.0
2010-01-08 00:00:00-05:00,6.320396758934082,6.371489255247933,6.283130310724263,6.370887756347656,447610800,0.0,0.0
2010-01-11 00:00:00-05:00,6.395530062951679,6.401541037129568,6.264794584715682,6.314684867858887,462229600,0.0,0.0
2010-01-12 00:00:00-05:00,6.287035012483797,6.304467241714201,6.203785414119402,6.242855548858643,594459600,0.0,0.0
2010-01-13 00:00:00-05:00,6.247364749292684,6.339329862823668,6.134060272108536,6.330914497375488,605892000,0.0,0.0
2010-01-14 00:00:00-05:00,6.314686374851939,6.325205180906911,6.281926959031083,6.294249057769775,432894000,0.0,0.0
2010-01-15 00:00:00-05:00,6.33933052156237,6.359467290977269,6.1872564415610585,6.189059734344482,594067600,0.0,0.0
2010-01-19 00:00:00-05:00,6.261188612985054,6.467360232264817,6.228430004309414,6.4628520011901855,730007600,0.0,0.0
2010-01-20 00:00:00-05:00,6.458944971017383,6.4781796893104735,6.296352113655498,6.363373279571533,612152800,0.0,0.0
2010-01-21 00:00:00-05:00,6.373891168397188,6.410857454689093,6.2275267603961275,6.253373146057129,608154400,0.0,0.0
2010-01-22 00:00:00-05:00,6.214604866415606,6.2362435734028505,5.9254837968544205,5.943215370178223,881767600,0.0,0.0
2010-01-25 00:00:00-05:00,6.086270931868745,6.152089074048609,6.016545256318881,6.1031012535095215,1065699600,0.0,0.0
2010-01-26 00:00:00-05:00,6.189660213684209,6.4228808405773234,6.088377686732361,6.189359664916992,1867110000,0.0,0.0
2010-01-27 00:00:00-05:00,6.21670928112205,6.328811171099147,5.996712381700912,6.2476654052734375,1722568400,0.0,0.0
2010-01-28 00:00:00-05:00,6.159004894746418,6.17613537041883,5.971767042111576,5.989498615264893,1173502400,0.0,0.0
2010-01-29 00:00:00-05:00,6.043297211360738,6.076957874297585,5.7178100850159295,5.772208213806152,1245952400,0.0,0.0
2010-02-01 00:00:00-05:00,5.78152390117745,5.89062069011857,5.749365987374977,5.852451801300049,749876400,0.0,0.0
2010-02-02 00:00:00-05:00,5.887916242425218,5.90023834012935,5.811879012379328,5.886413097381592,698342400,0.0,0.0
2010-02-03 00:00:00-05:00,5.865676173769483,6.016849001492712,5.843135416310009,5.987696170806885,615328000,0.0,0.0
2010-02-04 00:00:00-05:00,5.912560625254383,5.961849823511814,5.757481464701586,5.771907806396484,757652000,0.0,0.0
2010-02-05 00:00:00-05:00,5.789337249896124,5.8906197552422475,5.735840383276953,5.874390125274658,850306800,0.0,0.0
2010-02-08 00:00:00-05:00,5.881305156733202,5.94712374014081,5.830513211083085,5.83411979675293,478270800,0.0,0.0
2010-02-09 00:00:00-05:00,5.903242098312823,5.935700554058665,5.853051671255216,5.896329879760742,632886800,0.0,0.0
2010-02-10 00:00:00-05:00,5.887314387293714,5.9086537503556125,5.838326544858855,5.86417293548584,370361600,0.0,0.0
2010-02-11 00:00:00-05:00,5.856959145523187,6.003323154863531,5.832314552956517,5.970864295959473,550345600,0.0,0.0
2010-02-12 00:00:00-05:00,5.954034447101114,6.060126142239282,5.875593235065994,6.0222578048706055,655468800,0.0,0.0
2010-02-16 00:00:00-05:00,6.069142536219442,6.121737362950049,6.056519890158769,6.1130218505859375,543737600,0.0,0.0
2010-02-17 00:00:00-05:00,6.136765125440518,6.140371710818135,6.036684387545308,6.08747673034668,436396800,0.0,0.0
2010-02-18 00:00:00-05:00,6.059824617340831,6.127747825701358,6.038486460699521,6.09889554977417,422825200,0.0,0.0
2010-02-19 00:00:00-05:00,6.06673930868488,6.107011641886803,6.044198149915035,6.061028480529785,415469600,0.0,0.0
2010-02-22 00:00:00-05:00,6.081164949256351,6.0859733282901525,5.986494093423523,6.023460388183594,390563600,0.0,0.0
2010-02-23 00:00:00-05:00,6.010838011504735,6.050810197017129,5.881905794032023,5.922478675842285,575094800,0.0,0.0
